customer_id,month,repayment_probability,alternative_credit_score,risk_category,repayment_label
51eb5d4b-dabd-487d-babd-6478ffe05365,2025-10,0.7628,757,Low,1
51eb5d4b-dabd-487d-babd-6478ffe05365,2025-11,0.7529,751,Low,1
597c8086-21ea-408d-9e1a-8711481f4e94,2025-01,0.4674,580,Medium,0
597c8086-21ea-408d-9e1a-8711481f4e94,2025-01,0.443,565,Medium,0
597c8086-21ea-408d-9e1a-8711481f4e94,2025-03,0.4587,575,Medium,0
597c8086-21ea-408d-9e1a-8711481f4e94,2025-04,0.4818,589,Medium,0
597c8086-21ea-408d-9e1a-8711481f4e94,2025-05,0.4675,580,Medium,0
597c8086-21ea-408d-9e1a-8711481f4e94,2025-05,0.4647,578,Medium,0
597c8086-21ea-408d-9e1a-8711481f4e94,2025-06,0.4507,570,Medium,0
597c8086-21ea-408d-9e1a-8711481f4e94,2025-07,0.4653,579,Medium,0
597c8086-21ea-408d-9e1a-8711481f4e94,2025-08,0.4579,574,Medium,0
597c8086-21ea-408d-9e1a-8711481f4e94,2025-09,0.45,569,Medium,0
597c8086-21ea-408d-9e1a-8711481f4e94,2025-10,0.4613,576,Medium,0
597c8086-21ea-408d-9e1a-8711481f4e94,2025-11,0.4645,578,Medium,0
573281bd-e397-403f-9bfe-4c37c5500ad3,2025-01,0.6516,690,Medium,1
573281bd-e397-403f-9bfe-4c37c5500ad3,2025-01,0.6493,689,Medium,1
573281bd-e397-403f-9bfe-4c37c5500ad3,2025-03,0.6488,689,Medium,1
573281bd-e397-403f-9bfe-4c37c5500ad3,2025-04,0.6566,693,Medium,1
573281bd-e397-403f-9bfe-4c37c5500ad3,2025-05,0.6575,694,Medium,1
573281bd-e397-403f-9bfe-4c37c5500ad3,2025-05,0.6501,690,Medium,1
573281bd-e397-403f-9bfe-4c37c5500ad3,2025-06,0.636,681,Medium,1
573281bd-e397-403f-9bfe-4c37c5500ad3,2025-07,0.6363,681,Medium,1
573281bd-e397-403f-9bfe-4c37c5500ad3,2025-08,0.6589,695,Medium,1
573281bd-e397-403f-9bfe-4c37c5500ad3,2025-09,0.6536,692,Medium,1
573281bd-e397-403f-9bfe-4c37c5500ad3,2025-10,0.6476,688,Medium,1
573281bd-e397-403f-9bfe-4c37c5500ad3,2025-11,0.6396,683,Medium,1
f9f10a4f-44a0-446e-85fe-1fe5ed47cc6e,2025-01,0.6503,690,Medium,1
f9f10a4f-44a0-446e-85fe-1fe5ed47cc6e,2025-01,0.651,690,Medium,1
f9f10a4f-44a0-446e-85fe-1fe5ed47cc6e,2025-03,0.6445,686,Medium,1
f9f10a4f-44a0-446e-85fe-1fe5ed47cc6e,2025-04,0.6546,692,Medium,1
f9f10a4f-44a0-446e-85fe-1fe5ed47cc6e,2025-05,0.647,688,Medium,1
f9f10a4f-44a0-446e-85fe-1fe5ed47cc6e,2025-05,0.6446,686,Medium,1
f9f10a4f-44a0-446e-85fe-1fe5ed47cc6e,2025-06,0.6402,684,Medium,1
f9f10a4f-44a0-446e-85fe-1fe5ed47cc6e,2025-07,0.643,685,Medium,1
f9f10a4f-44a0-446e-85fe-1fe5ed47cc6e,2025-08,0.6612,696,Medium,1
f9f10a4f-44a0-446e-85fe-1fe5ed47cc6e,2025-09,0.6467,688,Medium,1
f9f10a4f-44a0-446e-85fe-1fe5ed47cc6e,2025-10,0.6483,688,Medium,1
f9f10a4f-44a0-446e-85fe-1fe5ed47cc6e,2025-11,0.6418,685,Medium,1
2ae74b79-a71b-49af-83c9-e1c1affb2ec9,2025-01,0.7559,753,Low,1
2ae74b79-a71b-49af-83c9-e1c1affb2ec9,2025-01,0.7578,754,Low,1
2ae74b79-a71b-49af-83c9-e1c1affb2ec9,2025-03,0.7425,745,Low,1
2ae74b79-a71b-49af-83c9-e1c1affb2ec9,2025-04,0.7392,743,Low,1
2ae74b79-a71b-49af-83c9-e1c1affb2ec9,2025-05,0.7548,752,Low,1
2ae74b79-a71b-49af-83c9-e1c1affb2ec9,2025-05,0.7501,750,Low,1
2ae74b79-a71b-49af-83c9-e1c1affb2ec9,2025-06,0.7573,754,Low,1
2ae74b79-a71b-49af-83c9-e1c1affb2ec9,2025-07,0.7484,749,Low,1
2ae74b79-a71b-49af-83c9-e1c1affb2ec9,2025-08,0.7304,738,Low,1
2ae74b79-a71b-49af-83c9-e1c1affb2ec9,2025-09,0.7326,739,Low,1
2ae74b79-a71b-49af-83c9-e1c1affb2ec9,2025-10,0.7195,731,Low,1
2ae74b79-a71b-49af-83c9-e1c1affb2ec9,2025-11,0.7384,743,Low,1
fcfca89f-db1b-4336-b6f7-27d4359e25f7,2025-01,0.4005,540,High,0
fcfca89f-db1b-4336-b6f7-27d4359e25f7,2025-01,0.3785,527,High,0
fcfca89f-db1b-4336-b6f7-27d4359e25f7,2025-03,0.4397,563,Medium,0
fcfca89f-db1b-4336-b6f7-27d4359e25f7,2025-04,0.3234,494,High,0
fcfca89f-db1b-4336-b6f7-27d4359e25f7,2025-05,0.3953,537,High,0
fcfca89f-db1b-4336-b6f7-27d4359e25f7,2025-05,0.4204,552,Medium,0
fcfca89f-db1b-4336-b6f7-27d4359e25f7,2025-06,0.3494,509,High,0
fcfca89f-db1b-4336-b6f7-27d4359e25f7,2025-07,0.4026,541,High,0
fcfca89f-db1b-4336-b6f7-27d4359e25f7,2025-08,0.3918,535,High,0
fcfca89f-db1b-4336-b6f7-27d4359e25f7,2025-09,0.2859,471,High,0
fcfca89f-db1b-4336-b6f7-27d4359e25f7,2025-10,0.407,544,High,0
fcfca89f-db1b-4336-b6f7-27d4359e25f7,2025-11,0.3285,497,High,0
bbe95590-3823-4c63-9de9-61586e057a2f,2025-01,0.4715,582,Medium,0
bbe95590-3823-4c63-9de9-61586e057a2f,2025-01,0.4598,575,Medium,0
bbe95590-3823-4c63-9de9-61586e057a2f,2025-03,0.4794,587,Medium,0
bbe95590-3823-4c63-9de9-61586e057a2f,2025-04,0.4614,576,Medium,0
bbe95590-3823-4c63-9de9-61586e057a2f,2025-05,0.462,577,Medium,0
bbe95590-3823-4c63-9de9-61586e057a2f,2025-05,0.455,572,Medium,0
bbe95590-3823-4c63-9de9-61586e057a2f,2025-06,0.4703,582,Medium,0
bbe95590-3823-4c63-9de9-61586e057a2f,2025-07,0.4949,596,Medium,0
bbe95590-3823-4c63-9de9-61586e057a2f,2025-08,0.4727,583,Medium,0
bbe95590-3823-4c63-9de9-61586e057a2f,2025-09,0.476,585,Medium,0
bbe95590-3823-4c63-9de9-61586e057a2f,2025-10,0.473,583,Medium,0
bbe95590-3823-4c63-9de9-61586e057a2f,2025-11,0.4752,585,Medium,0
74b5217d-d00e-46e3-90dd-1bcb6588cefd,2025-01,0.7505,750,Low,1
74b5217d-d00e-46e3-90dd-1bcb6588cefd,2025-01,0.7206,732,Low,1
74b5217d-d00e-46e3-90dd-1bcb6588cefd,2025-03,0.7491,749,Low,1
74b5217d-d00e-46e3-90dd-1bcb6588cefd,2025-04,0.7562,753,Low,1
74b5217d-d00e-46e3-90dd-1bcb6588cefd,2025-05,0.7381,742,Low,1
74b5217d-d00e-46e3-90dd-1bcb6588cefd,2025-05,0.7423,745,Low,1
74b5217d-d00e-46e3-90dd-1bcb6588cefd,2025-06,0.7533,751,Low,1
74b5217d-d00e-46e3-90dd-1bcb6588cefd,2025-07,0.7522,751,Low,1
74b5217d-d00e-46e3-90dd-1bcb6588cefd,2025-08,0.7433,745,Low,1
74b5217d-d00e-46e3-90dd-1bcb6588cefd,2025-09,0.7487,749,Low,1
74b5217d-d00e-46e3-90dd-1bcb6588cefd,2025-10,0.757,754,Low,1
74b5217d-d00e-46e3-90dd-1bcb6588cefd,2025-11,0.7479,748,Low,1
52b13001-c5f1-4b5b-ade8-580fd06c882b,2025-01,0.7344,740,Low,1
52b13001-c5f1-4b5b-ade8-580fd06c882b,2025-01,0.7285,737,Low,1
52b13001-c5f1-4b5b-ade8-580fd06c882b,2025-03,0.745,746,Low,1
52b13001-c5f1-4b5b-ade8-580fd06c882b,2025-04,0.7622,757,Low,1
52b13001-c5f1-4b5b-ade8-580fd06c882b,2025-05,0.7342,740,Low,1
52b13001-c5f1-4b5b-ade8-580fd06c882b,2025-05,0.7226,733,Low,1
52b13001-c5f1-4b5b-ade8-580fd06c882b,2025-06,0.7358,741,Low,1
52b13001-c5f1-4b5b-ade8-580fd06c882b,2025-07,0.7246,734,Low,1
52b13001-c5f1-4b5b-ade8-580fd06c882b,2025-08,0.7334,740,Low,1
52b13001-c5f1-4b5b-ade8-580fd06c882b,2025-09,0.7518,751,Low,1
52b13001-c5f1-4b5b-ade8-580fd06c882b,2025-10,0.7447,746,Low,1
52b13001-c5f1-4b5b-ade8-580fd06c882b,2025-11,0.7193,731,Low,1
4e026bb1-7f1a-4561-b70c-80cb1d2f55fb,2025-01,0.6139,668,Medium,1
4e026bb1-7f1a-4561-b70c-80cb1d2f55fb,2025-01,0.5993,659,Medium,1
4e026bb1-7f1a-4561-b70c-80cb1d2f55fb,2025-03,0.6096,665,Medium,1
4e026bb1-7f1a-4561-b70c-80cb1d2f55fb,2025-04,0.6155,669,Medium,1
4e026bb1-7f1a-4561-b70c-80cb1d2f55fb,2025-05,0.6139,668,Medium,1
4e026bb1-7f1a-4561-b70c-80cb1d2f55fb,2025-05,0.6127,667,Medium,1
4e026bb1-7f1a-4561-b70c-80cb1d2f55fb,2025-06,0.5709,642,Medium,1
4e026bb1-7f1a-4561-b70c-80cb1d2f55fb,2025-07,0.5586,635,Medium,1
4e026bb1-7f1a-4561-b70c-80cb1d2f55fb,2025-08,0.6224,673,Medium,1
4e026bb1-7f1a-4561-b70c-80cb1d2f55fb,2025-09,0.6717,703,Low,1
4e026bb1-7f1a-4561-b70c-80cb1d2f55fb,2025-10,0.5284,617,Medium,0
4e026bb1-7f1a-4561-b70c-80cb1d2f55fb,2025-11,0.5731,643,Medium,1
56aa7954-309f-41ca-94b2-77ed1ef5822b,2025-01,0.7491,749,Low,1
56aa7954-309f-41ca-94b2-77ed1ef5822b,2025-01,0.7391,743,Low,1
56aa7954-309f-41ca-94b2-77ed1ef5822b,2025-03,0.7415,744,Low,1
56aa7954-309f-41ca-94b2-77ed1ef5822b,2025-04,0.7529,751,Low,1
56aa7954-309f-41ca-94b2-77ed1ef5822b,2025-05,0.7381,742,Low,1
56aa7954-309f-41ca-94b2-77ed1ef5822b,2025-05,0.7515,750,Low,1
56aa7954-309f-41ca-94b2-77ed1ef5822b,2025-06,0.7466,747,Low,1
56aa7954-309f-41ca-94b2-77ed1ef5822b,2025-07,0.7545,752,Low,1
56aa7954-309f-41ca-94b2-77ed1ef5822b,2025-08,0.7478,748,Low,1
56aa7954-309f-41ca-94b2-77ed1ef5822b,2025-09,0.7382,742,Low,1
56aa7954-309f-41ca-94b2-77ed1ef5822b,2025-10,0.7477,748,Low,1
56aa7954-309f-41ca-94b2-77ed1ef5822b,2025-11,0.7554,753,Low,1
f739c757-de2f-4b5e-971b-1cc5bee7f9ad,2025-01,0.6128,667,Medium,1
f739c757-de2f-4b5e-971b-1cc5bee7f9ad,2025-01,0.6221,673,Medium,1
f739c757-de2f-4b5e-971b-1cc5bee7f9ad,2025-03,0.6348,680,Medium,1
f739c757-de2f-4b5e-971b-1cc5bee7f9ad,2025-04,0.6425,685,Medium,1
f739c757-de2f-4b5e-971b-1cc5bee7f9ad,2025-05,0.647,688,Medium,1
f739c757-de2f-4b5e-971b-1cc5bee7f9ad,2025-05,0.6361,681,Medium,1
f739c757-de2f-4b5e-971b-1cc5bee7f9ad,2025-06,0.6446,686,Medium,1
f739c757-de2f-4b5e-971b-1cc5bee7f9ad,2025-07,0.6437,686,Medium,1
f739c757-de2f-4b5e-971b-1cc5bee7f9ad,2025-08,0.6421,685,Medium,1
f739c757-de2f-4b5e-971b-1cc5bee7f9ad,2025-09,0.6437,686,Medium,1
f739c757-de2f-4b5e-971b-1cc5bee7f9ad,2025-10,0.6387,683,Medium,1
f739c757-de2f-4b5e-971b-1cc5bee7f9ad,2025-11,0.6468,688,Medium,1
05d02fee-ac41-4cbc-9704-92eb67a82ae3,2025-01,0.604,662,Medium,1
05d02fee-ac41-4cbc-9704-92eb67a82ae3,2025-01,0.6637,698,Medium,1
05d02fee-ac41-4cbc-9704-92eb67a82ae3,2025-03,0.6404,684,Medium,1
05d02fee-ac41-4cbc-9704-92eb67a82ae3,2025-04,0.6333,679,Medium,1
05d02fee-ac41-4cbc-9704-92eb67a82ae3,2025-05,0.6417,685,Medium,1
05d02fee-ac41-4cbc-9704-92eb67a82ae3,2025-05,0.6289,677,Medium,1
05d02fee-ac41-4cbc-9704-92eb67a82ae3,2025-06,0.6323,679,Medium,1
05d02fee-ac41-4cbc-9704-92eb67a82ae3,2025-07,0.619,671,Medium,1
05d02fee-ac41-4cbc-9704-92eb67a82ae3,2025-08,0.6027,661,Medium,1
05d02fee-ac41-4cbc-9704-92eb67a82ae3,2025-09,0.6426,685,Medium,1
05d02fee-ac41-4cbc-9704-92eb67a82ae3,2025-10,0.6227,673,Medium,1
05d02fee-ac41-4cbc-9704-92eb67a82ae3,2025-11,0.6402,684,Medium,1
2c4bd37e-8f67-4b33-86ca-6306b4ed6d4c,2025-01,0.7389,743,Low,1
2c4bd37e-8f67-4b33-86ca-6306b4ed6d4c,2025-01,0.7441,746,Low,1
2c4bd37e-8f67-4b33-86ca-6306b4ed6d4c,2025-03,0.7403,744,Low,1
2c4bd37e-8f67-4b33-86ca-6306b4ed6d4c,2025-04,0.7421,745,Low,1
2c4bd37e-8f67-4b33-86ca-6306b4ed6d4c,2025-05,0.7259,735,Low,1
2c4bd37e-8f67-4b33-86ca-6306b4ed6d4c,2025-05,0.7291,737,Low,1
2c4bd37e-8f67-4b33-86ca-6306b4ed6d4c,2025-06,0.7276,736,Low,1
2c4bd37e-8f67-4b33-86ca-6306b4ed6d4c,2025-07,0.7348,740,Low,1
2c4bd37e-8f67-4b33-86ca-6306b4ed6d4c,2025-08,0.7425,745,Low,1
2c4bd37e-8f67-4b33-86ca-6306b4ed6d4c,2025-09,0.7328,739,Low,1
2c4bd37e-8f67-4b33-86ca-6306b4ed6d4c,2025-10,0.7502,750,Low,1
2c4bd37e-8f67-4b33-86ca-6306b4ed6d4c,2025-11,0.7471,748,Low,1
2cea4c9e-fd08-4934-94e0-4ce207182e0e,2025-01,0.6089,665,Medium,1
2cea4c9e-fd08-4934-94e0-4ce207182e0e,2025-01,0.5854,651,Medium,1
2cea4c9e-fd08-4934-94e0-4ce207182e0e,2025-03,0.64,683,Medium,1
2cea4c9e-fd08-4934-94e0-4ce207182e0e,2025-04,0.6436,686,Medium,1
2cea4c9e-fd08-4934-94e0-4ce207182e0e,2025-05,0.6182,670,Medium,1
2cea4c9e-fd08-4934-94e0-4ce207182e0e,2025-05,0.6293,677,Medium,1
2cea4c9e-fd08-4934-94e0-4ce207182e0e,2025-06,0.6226,673,Medium,1
2cea4c9e-fd08-4934-94e0-4ce207182e0e,2025-07,0.626,675,Medium,1
2cea4c9e-fd08-4934-94e0-4ce207182e0e,2025-08,0.6263,675,Medium,1
2cea4c9e-fd08-4934-94e0-4ce207182e0e,2025-09,0.6319,679,Medium,1
2cea4c9e-fd08-4934-94e0-4ce207182e0e,2025-10,0.6331,679,Medium,1
2cea4c9e-fd08-4934-94e0-4ce207182e0e,2025-11,0.6238,674,Medium,1
c07de52a-9993-4e87-bd8b-61e48bd39215,2025-01,0.7325,739,Low,1
c07de52a-9993-4e87-bd8b-61e48bd39215,2025-01,0.7097,725,Low,1
c07de52a-9993-4e87-bd8b-61e48bd39215,2025-03,0.6173,670,Medium,1
c07de52a-9993-4e87-bd8b-61e48bd39215,2025-04,0.669,701,Low,1
c07de52a-9993-4e87-bd8b-61e48bd39215,2025-05,0.5861,651,Medium,1
c07de52a-9993-4e87-bd8b-61e48bd39215,2025-05,0.6616,696,Medium,1
c07de52a-9993-4e87-bd8b-61e48bd39215,2025-06,0.6624,697,Medium,1
c07de52a-9993-4e87-bd8b-61e48bd39215,2025-07,0.687,712,Low,1
c07de52a-9993-4e87-bd8b-61e48bd39215,2025-08,0.673,703,Low,1
c07de52a-9993-4e87-bd8b-61e48bd39215,2025-09,0.6022,661,Medium,1
c07de52a-9993-4e87-bd8b-61e48bd39215,2025-10,0.6517,691,Medium,1
c07de52a-9993-4e87-bd8b-61e48bd39215,2025-11,0.6557,693,Medium,1
4ea731a3-7e3c-47cc-88c5-a40adbc17aea,2025-01,0.6816,708,Low,1
4ea731a3-7e3c-47cc-88c5-a40adbc17aea,2025-01,0.5559,633,Medium,1
4ea731a3-7e3c-47cc-88c5-a40adbc17aea,2025-03,0.6054,663,Medium,1
4ea731a3-7e3c-47cc-88c5-a40adbc17aea,2025-04,0.7046,722,Low,1
4ea731a3-7e3c-47cc-88c5-a40adbc17aea,2025-05,0.707,724,Low,1
4ea731a3-7e3c-47cc-88c5-a40adbc17aea,2025-05,0.6164,669,Medium,1
4ea731a3-7e3c-47cc-88c5-a40adbc17aea,2025-06,0.6386,683,Medium,1
4ea731a3-7e3c-47cc-88c5-a40adbc17aea,2025-07,0.5645,638,Medium,1
4ea731a3-7e3c-47cc-88c5-a40adbc17aea,2025-08,0.5766,645,Medium,1
4ea731a3-7e3c-47cc-88c5-a40adbc17aea,2025-09,0.6828,709,Low,1
4ea731a3-7e3c-47cc-88c5-a40adbc17aea,2025-10,0.5048,602,Medium,0
4ea731a3-7e3c-47cc-88c5-a40adbc17aea,2025-11,0.6463,687,Medium,1
aad94e21-b51f-45ea-932d-c7a5f1aef35e,2025-01,0.6155,669,Medium,1
aad94e21-b51f-45ea-932d-c7a5f1aef35e,2025-01,0.5678,640,Medium,1
aad94e21-b51f-45ea-932d-c7a5f1aef35e,2025-03,0.6203,672,Medium,1
aad94e21-b51f-45ea-932d-c7a5f1aef35e,2025-04,0.5407,624,Medium,0
aad94e21-b51f-45ea-932d-c7a5f1aef35e,2025-05,0.6265,675,Medium,1
aad94e21-b51f-45ea-932d-c7a5f1aef35e,2025-05,0.5894,653,Medium,1
aad94e21-b51f-45ea-932d-c7a5f1aef35e,2025-06,0.612,667,Medium,1
aad94e21-b51f-45ea-932d-c7a5f1aef35e,2025-07,0.6226,673,Medium,1
aad94e21-b51f-45ea-932d-c7a5f1aef35e,2025-08,0.606,663,Medium,1
aad94e21-b51f-45ea-932d-c7a5f1aef35e,2025-09,0.5767,646,Medium,1
aad94e21-b51f-45ea-932d-c7a5f1aef35e,2025-10,0.5882,652,Medium,1
aad94e21-b51f-45ea-932d-c7a5f1aef35e,2025-11,0.6316,678,Medium,1
e4331fb2-8fcb-4d38-925e-756c5a477e19,2025-01,0.6386,683,Medium,1
e4331fb2-8fcb-4d38-925e-756c5a477e19,2025-01,0.6293,677,Medium,1
e4331fb2-8fcb-4d38-925e-756c5a477e19,2025-03,0.6516,690,Medium,1
e4331fb2-8fcb-4d38-925e-756c5a477e19,2025-04,0.6437,686,Medium,1
e4331fb2-8fcb-4d38-925e-756c5a477e19,2025-05,0.6201,672,Medium,1
e4331fb2-8fcb-4d38-925e-756c5a477e19,2025-05,0.6413,684,Medium,1
e4331fb2-8fcb-4d38-925e-756c5a477e19,2025-06,0.6225,673,Medium,1
e4331fb2-8fcb-4d38-925e-756c5a477e19,2025-07,0.6407,684,Medium,1
e4331fb2-8fcb-4d38-925e-756c5a477e19,2025-08,0.6441,686,Medium,1
e4331fb2-8fcb-4d38-925e-756c5a477e19,2025-09,0.6306,678,Medium,1
e4331fb2-8fcb-4d38-925e-756c5a477e19,2025-10,0.6492,689,Medium,1
e4331fb2-8fcb-4d38-925e-756c5a477e19,2025-11,0.6431,685,Medium,1
529555b0-e450-4e23-992c-ff0e5f6e21f4,2025-01,0.4708,582,Medium,0
529555b0-e450-4e23-992c-ff0e5f6e21f4,2025-01,0.4735,584,Medium,0
529555b0-e450-4e23-992c-ff0e5f6e21f4,2025-03,0.4657,579,Medium,0
529555b0-e450-4e23-992c-ff0e5f6e21f4,2025-04,0.478,586,Medium,0
529555b0-e450-4e23-992c-ff0e5f6e21f4,2025-05,0.4671,580,Medium,0
529555b0-e450-4e23-992c-ff0e5f6e21f4,2025-05,0.4703,582,Medium,0
529555b0-e450-4e23-992c-ff0e5f6e21f4,2025-06,0.4739,584,Medium,0
529555b0-e450-4e23-992c-ff0e5f6e21f4,2025-07,0.4615,576,Medium,0
529555b0-e450-4e23-992c-ff0e5f6e21f4,2025-08,0.4334,560,Medium,0
